"Time","salzano_ingrid_robegano_MASSFLOW"
2021-02-02 07:49:25,2063
2021-02-02 07:50:25,2070
2021-02-02 07:51:26,2057
2021-02-02 07:52:26,2062
2021-02-02 07:53:26,2063
2021-02-02 07:54:26,2068
2021-02-02 07:55:26,2088
2021-02-02 07:56:26,2072
2021-02-02 07:57:26,2078
2021-02-02 07:58:26,2078
2021-02-02 07:59:27,2089
2021-02-02 08:00:27,2095
2021-02-02 08:01:27,2100
2021-02-02 08:02:27,2078
2021-02-02 08:03:27,2071
2021-02-02 08:04:27,2093
2021-02-02 08:05:27,2100
2021-02-02 08:06:27,2098
2021-02-02 08:07:27,2087
2021-02-02 08:08:28,2111
2021-02-02 08:09:28,2108
2021-02-02 08:10:28,2108
2021-02-02 08:11:28,2083
2021-02-02 08:12:28,2088
2021-02-02 08:13:28,2108
2021-02-02 08:14:28,2105
2021-02-02 08:15:28,2092
2021-02-02 08:16:28,2088
2021-02-02 08:17:28,2093
2021-02-02 08:18:29,2104
2021-02-02 08:19:29,2090
2021-02-02 08:20:29,2083
2021-02-02 08:21:29,2083
2021-02-02 08:22:29,2078
2021-02-02 08:23:29,2096
2021-02-02 08:24:29,2093
2021-02-02 08:25:29,2088
2021-02-02 08:26:30,2088
2021-02-02 08:27:30,2083
2021-02-02 08:28:30,2065
2021-02-02 08:29:30,2079
2021-02-02 08:30:30,2061
2021-02-02 08:31:30,2074
2021-02-02 08:32:30,2069
2021-02-02 08:33:30,2043
2021-02-02 08:34:30,2038
2021-02-02 08:35:30,2031
2021-02-02 08:36:31,2024
2021-02-02 08:37:31,2016
2021-02-02 08:38:31,2029
2021-02-02 08:39:31,2024
2021-02-02 08:40:31,2000
2021-02-02 08:44:32,2000
2021-02-02 08:45:32,2015
2021-02-02 08:46:32,2015
2021-02-02 08:47:32,2000
2021-02-02 08:48:32,2000
2021-02-02 08:49:32,2008
2021-02-02 08:50:32,2000
2021-02-02 08:51:32,1995
2021-02-02 08:52:32,2000
2021-02-02 08:53:33,2015
2021-02-02 08:54:33,2015
2021-02-02 08:55:33,2010
2021-02-02 08:56:33,2013
2021-02-02 08:57:33,2000
2021-02-02 09:00:34,2000
2021-02-02 09:01:34,2015
2021-02-02 09:02:34,2013
2021-02-02 09:03:34,2014
2021-02-02 09:04:34,2008
2021-02-02 09:05:34,2013
2021-02-02 09:06:34,2012
2021-02-02 09:07:34,2000
2021-02-02 09:15:35,2000
2021-02-02 09:16:35,1990
2021-02-02 09:17:36,2000
2021-02-02 09:18:36,1993
2021-02-02 09:19:36,1991
2021-02-02 09:20:36,2000
2021-02-02 09:21:36,2011
2021-02-02 09:22:36,1992
2021-02-02 09:23:36,2000
2021-02-02 09:24:36,1991
2021-02-02 09:25:37,2000
2021-02-02 09:26:37,1993
2021-02-02 09:27:37,1989
2021-02-02 09:28:37,2000
2021-02-02 09:29:37,2010
2021-02-02 09:30:37,2006
2021-02-02 09:31:37,2000
2021-02-02 09:32:37,2000
2021-02-02 09:33:37,1992
2021-02-02 09:34:38,2000
2021-02-02 09:35:38,1990
2021-02-02 09:36:38,2000
2021-02-02 09:37:38,2010
2021-02-02 09:38:38,2006
2021-02-02 09:39:38,2007
2021-02-02 09:40:38,1992
2021-02-02 09:41:38,1985
2021-02-02 09:42:39,1980
2021-02-02 09:43:39,1975
2021-02-02 09:44:39,1970
2021-02-02 09:45:39,1965
2021-02-02 09:46:39,1968
2021-02-02 09:47:39,1973
2021-02-02 09:48:39,1970
2021-02-02 09:49:39,1993
2021-02-02 09:50:39,1981
2021-02-02 09:51:39,1997
2021-02-02 09:52:40,2000
2021-02-02 09:53:40,1989
2021-02-02 09:54:40,2000
2021-02-02 09:55:40,1991
2021-02-02 09:56:40,2000
2021-02-02 09:57:40,1992
2021-02-02 09:58:40,2000
2021-02-02 09:59:40,1992
2021-02-02 10:00:41,1986
2021-02-02 10:01:41,2000
2021-02-02 10:02:41,2000
2021-02-02 10:03:41,2004
2021-02-02 10:04:41,2001
2021-02-02 10:05:41,1996
2021-02-02 10:06:41,1991
2021-02-02 10:07:41,1986
2021-02-02 10:08:42,1988
2021-02-02 10:09:42,1996
2021-02-02 10:10:42,1982
2021-02-02 10:11:42,1975
2021-02-02 10:12:42,1989
2021-02-02 10:13:42,1998
2021-02-02 10:14:42,1996
2021-02-02 10:15:42,1998
2021-02-02 10:16:42,1995
2021-02-02 10:17:43,1998
2021-02-02 10:18:43,2004
2021-02-02 10:19:43,2000
2021-02-02 10:20:43,1991
2021-02-02 10:21:43,1985
2021-02-02 10:22:43,2001
2021-02-02 10:23:43,2005
2021-02-02 10:24:44,2009
2021-02-02 10:25:44,2010
2021-02-02 10:26:44,2011
2021-02-02 10:27:44,2007
2021-02-02 10:28:44,2002
2021-02-02 10:29:44,1997
2021-02-02 10:30:44,1999
2021-02-02 10:31:44,2005
2021-02-02 10:32:44,2002
2021-02-02 10:33:45,1997
2021-02-02 10:34:45,1993
2021-02-02 10:35:45,1991
2021-02-02 10:36:45,1987
2021-02-02 10:37:45,1989
2021-02-02 10:38:45,1995
2021-02-02 10:39:45,2001
2021-02-02 10:40:45,1997
2021-02-02 10:41:46,1992
2021-02-02 10:42:46,1994
2021-02-02 10:43:46,1982
2021-02-02 10:44:46,1994
2021-02-02 10:45:46,1987
2021-02-02 10:46:46,1983
2021-02-02 10:47:46,1999
2021-02-02 10:48:47,1991
2021-02-02 10:49:47,2013
2021-02-02 10:50:47,2012
2021-02-02 10:51:47,1992
2021-02-02 10:52:47,2000
2021-02-02 10:54:48,2000
2021-02-02 10:55:48,1990
2021-02-02 10:56:48,1989
2021-02-02 10:57:48,1989
2021-02-02 10:58:48,2000
2021-02-02 11:02:48,2000
2021-02-02 11:03:49,1988
2021-02-02 11:04:49,2000
2021-02-02 11:05:49,1991
2021-02-02 11:06:49,1985
2021-02-02 11:07:49,1980
2021-02-02 11:08:49,2000
2021-02-02 11:09:49,1989
2021-02-02 11:10:49,1983
2021-02-02 11:11:50,1978
2021-02-02 11:12:50,1982
2021-02-02 11:13:50,1985
2021-02-02 11:14:50,2000
2021-02-02 11:15:50,2004
2021-02-02 11:16:50,2001
2021-02-02 11:17:51,2003
2021-02-02 11:18:51,2000
2021-02-02 11:19:51,1996
2021-02-02 11:20:51,1998
2021-02-02 11:21:51,2000
2021-02-02 11:22:51,1989
2021-02-02 11:23:51,1983
2021-02-02 11:24:51,1998
2021-02-02 11:25:51,2004
2021-02-02 11:26:52,2008
2021-02-02 11:27:52,2009
2021-02-02 11:28:52,2010
2021-02-02 11:29:52,2006
2021-02-02 11:30:52,2007
2021-02-02 11:31:52,2008
2021-02-02 11:32:52,2010
2021-02-02 11:33:52,1990
2021-02-02 11:34:52,2000
2021-02-02 11:35:53,2009
2021-02-02 11:36:53,2009
2021-02-02 11:37:53,2010
2021-02-02 11:38:53,2010
2021-02-02 11:39:53,1990
2021-02-02 11:40:53,2007
2021-02-02 11:41:53,2008
2021-02-02 11:42:53,2009
2021-02-02 11:43:54,2013
2021-02-02 11:44:54,2014
2021-02-02 11:45:54,1993
2021-02-02 11:46:54,1991
2021-02-02 11:47:54,2004
2021-02-02 11:48:54,2008
2021-02-02 11:49:54,2000
2021-02-02 11:57:55,2000
2021-02-02 11:58:56,1990
2021-02-02 11:59:56,2000
2021-02-02 12:00:56,2014
2021-02-02 12:01:56,2000
2021-02-02 12:02:56,1991
2021-02-02 12:03:56,2013
2021-02-02 12:04:56,2014
2021-02-02 12:05:56,2013
2021-02-02 12:06:57,2000
2021-02-02 12:07:57,2008
2021-02-02 12:08:57,2013
2021-02-02 12:09:57,2000
2021-02-02 12:10:57,2010
2021-02-02 12:11:57,2000
2021-02-02 12:12:57,1995
2021-02-02 12:13:57,2000
2021-02-02 12:14:58,1993
2021-02-02 12:15:58,2000
2021-02-02 12:17:58,2000
2021-02-02 12:18:58,1994
2021-02-02 12:19:58,2000
2021-02-02 12:20:58,1995
2021-02-02 12:21:59,2000
2021-02-02 12:23:59,2000
2021-02-02 12:24:59,2015
2021-02-02 12:25:59,2013
2021-02-02 12:26:59,2000
2021-02-02 12:27:59,2010
2021-02-02 12:28:59,2010
2021-02-02 12:30:00,2010
2021-02-02 12:31:00,2010
2021-02-02 12:32:00,2000
2021-02-02 12:37:01,2000
2021-02-02 12:38:01,1993
2021-02-02 12:39:01,1991
2021-02-02 12:40:01,2000
2021-02-02 12:41:01,2010
2021-02-02 12:42:01,2010
2021-02-02 12:43:01,1993
2021-02-02 12:44:01,2000
2021-02-02 12:46:02,2000
2021-02-02 12:47:02,2014
2021-02-02 12:48:02,2000
2021-02-02 12:49:02,1991
2021-02-02 12:50:02,1990
2021-02-02 12:51:03,2010
2021-02-02 12:52:03,2010
2021-02-02 12:53:03,2010
2021-02-02 12:54:03,1990
2021-02-02 12:55:03,1988
2021-02-02 12:56:03,2008
2021-02-02 12:57:03,2009
2021-02-02 12:58:03,2006
2021-02-02 12:59:04,2008
2021-02-02 13:00:04,2009
2021-02-02 13:01:04,2011
2021-02-02 13:02:04,2011
2021-02-02 13:03:04,2004
2021-02-02 13:04:04,2003
2021-02-02 13:05:04,2007
2021-02-02 13:06:04,2008
2021-02-02 13:07:05,2010
2021-02-02 13:08:05,2006
2021-02-02 13:09:05,2007
2021-02-02 13:10:05,2010
2021-02-02 13:11:05,2006
2021-02-02 13:12:06,2001
2021-02-02 13:13:06,1996
2021-02-02 13:14:06,1991
2021-02-02 13:15:06,1999
2021-02-02 13:16:06,2003
2021-02-02 13:17:06,2008
2021-02-02 13:18:06,2009
2021-02-02 13:19:06,2011
2021-02-02 13:20:07,2011
2021-02-02 13:21:07,2011
2021-02-02 13:22:07,1991
2021-02-02 13:23:07,2008
2021-02-02 13:24:07,2009
2021-02-02 13:25:07,2011
2021-02-02 13:26:07,2011
2021-02-02 13:27:08,2010
2021-02-02 13:28:08,2011
2021-02-02 13:29:08,2011
2021-02-02 13:30:08,2012
2021-02-02 13:31:08,2000
2021-02-02 13:32:08,2008
2021-02-02 13:33:08,2006
2021-02-02 13:34:09,2008
2021-02-02 13:35:09,2009
2021-02-02 13:36:09,2011
2021-02-02 13:37:09,2011
2021-02-02 13:38:09,2000
2021-02-02 13:39:09,1989
2021-02-02 13:40:09,2002
2021-02-02 13:41:09,2007
2021-02-02 13:42:09,2009
2021-02-02 13:43:10,2011
2021-02-02 13:44:10,2011
2021-02-02 13:45:10,2011
2021-02-02 13:46:10,2011
2021-02-02 13:47:10,1992
2021-02-02 13:48:10,2004
2021-02-02 13:49:10,2002
2021-02-02 13:50:10,2005
2021-02-02 13:51:11,2009
2021-02-02 13:52:11,2010
2021-02-02 13:53:11,2005
2021-02-02 13:54:11,2006
2021-02-02 13:55:11,2008
2021-02-02 13:56:11,2010
2021-02-02 13:57:12,2010
2021-02-02 13:58:12,2010
2021-02-02 13:59:12,2010
2021-02-02 14:00:12,1990
2021-02-02 14:01:12,1983
2021-02-02 14:02:12,1977
2021-02-02 14:03:12,1972
2021-02-02 14:04:12,1967
2021-02-02 14:05:13,1962
2021-02-02 14:06:13,1957
2021-02-02 14:07:13,1952
2021-02-02 14:08:13,1949
2021-02-02 14:09:13,1944
2021-02-02 14:10:13,1939
2021-02-02 14:11:13,1934
2021-02-02 14:12:13,1929
2021-02-02 14:13:14,1924
2021-02-02 14:14:14,1919
2021-02-02 14:15:14,1914
2021-02-02 14:16:14,1922
2021-02-02 14:17:14,1903
2021-02-02 14:18:14,1897
2021-02-02 14:19:14,1892
2021-02-02 14:20:15,1889
2021-02-02 14:21:15,1884
2021-02-02 14:22:15,1879
2021-02-02 14:23:15,1874
2021-02-02 14:24:15,1869
2021-02-02 14:25:15,1886
2021-02-02 14:26:15,1881
2021-02-02 14:27:16,1876
2021-02-02 14:28:16,1871
2021-02-02 14:29:16,1847
2021-02-02 14:30:16,1842
2021-02-02 14:31:16,1837
2021-02-02 14:32:16,1847
2021-02-02 14:33:16,1845
2021-02-02 14:34:17,1841
2021-02-02 14:35:17,1836
2021-02-02 14:36:17,1812
2021-02-02 14:37:17,1809
2021-02-02 14:38:17,1804
2021-02-02 14:39:17,1799
2021-02-02 14:40:17,1816
2021-02-02 14:41:17,1811
2021-02-02 14:42:18,1806
2021-02-02 14:43:18,1782
2021-02-02 14:44:18,1779
2021-02-02 14:45:18,1774
2021-02-02 14:46:18,1769
2021-02-02 14:47:18,1786
2021-02-02 14:48:18,1781
2021-02-02 14:49:18,1757
2021-02-02 14:50:19,1767
2021-02-02 14:51:19,1765
2021-02-02 14:52:19,1761
2021-02-02 14:53:19,1737
2021-02-02 14:54:19,1734
2021-02-02 14:55:19,1729
2021-02-02 14:56:19,1724
2021-02-02 14:57:20,1719
2021-02-02 14:58:20,1736
2021-02-02 14:59:20,1731
2021-02-02 15:00:20,1726
2021-02-02 15:01:20,1721
2021-02-02 15:02:20,1697
2021-02-02 15:03:20,1707
2021-02-02 15:04:21,1705
2021-02-02 15:05:21,1701
2021-02-02 15:06:21,1677
2021-02-02 15:07:21,1672
2021-02-02 15:08:21,1669
2021-02-02 15:09:21,1664
2021-02-02 15:10:21,1659
2021-02-02 15:11:21,1654
2021-02-02 15:12:22,1671
2021-02-02 15:13:22,1666
2021-02-02 15:14:22,1661
2021-02-02 15:15:22,1656
2021-02-02 15:16:22,1632
2021-02-02 15:17:22,1627
2021-02-02 15:18:22,1624
2021-02-02 15:19:22,1632
2021-02-02 15:20:23,1630
2021-02-02 15:21:23,1626
2021-02-02 15:22:23,1602
2021-02-02 15:23:23,1597
2021-02-02 15:24:23,1594
2021-02-02 15:25:23,1589
2021-02-02 15:26:24,1584
2021-02-02 15:27:24,1579
2021-02-02 15:28:24,1596
2021-02-02 15:29:24,1591
2021-02-02 15:30:24,1567
2021-02-02 15:31:24,1565
2021-02-02 15:32:24,1560
2021-02-02 15:33:24,1558
2021-02-02 15:34:25,1565
2021-02-02 15:35:25,1577
2021-02-02 15:36:25,1577
2021-02-02 15:37:25,1565
2021-02-02 15:39:25,1565
2021-02-02 15:40:25,1578
2021-02-02 15:41:26,1577
2021-02-02 15:42:26,1577
2021-02-02 15:43:26,1579
2021-02-02 15:44:26,1560
2021-02-02 15:45:26,1565
2021-02-02 15:46:26,1565
2021-02-02 15:47:26,1557
2021-02-02 15:48:27,1565
2021-02-02 15:49:27,1577
2021-02-02 15:50:27,1579
2021-02-02 15:51:27,1578
2021-02-02 15:52:27,1579
2021-02-02 15:53:27,1560
2021-02-02 15:54:27,1556
2021-02-02 15:55:28,1575
2021-02-02 15:56:28,1575
2021-02-02 15:57:28,1576
2021-02-02 15:58:28,1576
2021-02-02 15:59:28,1576
2021-02-02 16:00:28,1576
2021-02-02 16:01:28,1565
2021-02-02 16:02:29,1559
2021-02-02 16:03:29,1557
2021-02-02 16:04:29,1565
2021-02-02 16:05:29,1575
2021-02-02 16:06:29,1579
2021-02-02 16:07:29,1580
2021-02-02 16:08:30,1580
2021-02-02 16:09:30,1580
2021-02-02 16:10:30,1580
2021-02-02 16:11:30,1580
2021-02-02 16:12:30,1565
2021-02-02 16:15:31,1565
2021-02-02 16:16:31,1578
2021-02-02 16:17:31,1579
2021-02-02 16:18:31,1580
2021-02-02 16:19:31,1580
2021-02-02 16:20:31,1580
2021-02-02 16:21:31,1565
2021-02-02 16:22:32,1560
2021-02-02 16:23:32,1558
2021-02-02 16:24:32,1565
2021-02-02 16:25:32,1565
2021-02-02 16:26:32,1577
2021-02-02 16:27:32,1576
2021-02-02 16:28:32,1576
2021-02-02 16:29:33,1577
2021-02-02 16:30:33,1565
2021-02-02 16:31:33,1556
2021-02-02 16:32:33,1572
2021-02-02 16:33:33,1575
2021-02-02 16:34:33,1575
2021-02-02 16:35:33,1575
2021-02-02 16:36:34,1576
2021-02-02 16:37:34,1565
2021-02-02 16:40:34,1565
2021-02-02 16:41:34,1575
2021-02-02 16:42:34,1579
2021-02-02 16:43:35,1580
2021-02-02 16:44:35,1580
2021-02-02 16:45:35,1578
2021-02-02 16:46:35,1580
2021-02-02 16:47:35,1580
2021-02-02 16:48:36,1580
2021-02-02 16:49:36,1580
2021-02-02 16:50:36,1565
2021-02-02 16:54:36,1565
2021-02-02 16:55:37,1580
2021-02-02 16:56:37,1585
2021-02-02 16:57:37,1582
2021-02-02 16:58:37,1581
2021-02-02 16:59:37,1565
2021-02-02 17:03:38,1565
2021-02-02 17:04:38,1582
2021-02-02 17:05:38,1601
2021-02-02 17:06:38,1611
2021-02-02 17:07:38,1599
2021-02-02 17:08:38,1625
2021-02-02 17:09:39,1630
2021-02-02 17:10:39,1635
2021-02-02 17:11:39,1640
2021-02-02 17:12:39,1647
2021-02-02 17:13:39,1654
2021-02-02 17:14:39,1660
2021-02-02 17:15:39,1665
2021-02-02 17:16:39,1681
2021-02-02 17:17:39,1689
2021-02-02 17:18:40,1702
2021-02-02 17:19:40,1716
2021-02-02 17:20:40,1727
2021-02-02 17:21:40,1732
2021-02-02 17:22:40,1737
2021-02-02 17:23:40,1742
2021-02-02 17:24:40,1747
2021-02-02 17:25:40,1734
2021-02-02 17:26:40,1739
2021-02-02 17:27:40,1744
2021-02-02 17:28:41,1749
2021-02-02 17:29:41,1775
2021-02-02 17:30:41,1767
2021-02-02 17:31:41,1769
2021-02-02 17:32:41,1794
2021-02-02 17:33:41,1804
2021-02-02 17:34:41,1821
2021-02-02 17:35:41,1841
2021-02-02 17:36:41,1849
2021-02-02 17:37:42,1855
2021-02-02 17:38:42,1860
2021-02-02 17:39:42,1872
2021-02-02 17:40:42,1891
2021-02-02 17:41:42,1906
2021-02-02 17:42:42,1901
2021-02-02 17:43:42,1932
2021-02-02 17:44:42,1940
2021-02-02 17:45:42,1952
2021-02-02 17:46:42,1962
2021-02-02 17:47:43,1976
2021-02-02 17:48:43,1982
2021-02-02 17:49:43,1981
2021-02-02 17:50:43,2000
2021-02-02 17:51:43,2000
2021-02-02 17:52:43,1994
2021-02-02 17:53:43,2000
2021-02-02 17:55:43,2000
2021-02-02 17:56:44,2015
2021-02-02 17:57:44,2015
2021-02-02 17:58:44,2008
2021-02-02 17:59:44,2013
2021-02-02 18:00:44,2014
2021-02-02 18:01:44,2000
2021-02-02 18:05:44,2000
2021-02-02 18:06:45,2015
2021-02-02 18:07:45,2015
2021-02-02 18:08:45,2010
2021-02-02 18:09:45,2018
2021-02-02 18:10:45,2000
2021-02-02 18:12:45,2000
2021-02-02 18:13:45,2000
2021-02-02 18:14:46,2015
2021-02-02 18:15:46,2015
2021-02-02 18:16:46,2000
2021-02-02 18:17:46,2000
2021-02-02 18:18:46,2015
2021-02-02 18:19:46,2000
2021-02-02 18:20:46,2000
2021-02-02 18:21:46,2015
2021-02-02 18:22:46,2015
2021-02-02 18:23:46,2010
2021-02-02 18:24:47,2013
2021-02-02 18:25:47,2015
2021-02-02 18:26:47,2000
2021-02-02 18:27:47,2016
2021-02-02 18:28:47,2015
2021-02-02 18:29:47,2010
2021-02-02 18:30:47,2013
2021-02-02 18:31:47,2000
2021-02-02 18:33:48,2000
2021-02-02 18:34:48,2015
2021-02-02 18:35:48,2015
2021-02-02 18:36:48,2000
2021-02-02 18:37:48,2010
2021-02-02 18:38:48,2000
2021-02-02 18:42:48,2000
2021-02-02 18:43:49,2015
2021-02-02 18:44:49,2015
2021-02-02 18:45:49,2000
2021-02-02 18:48:49,2000
2021-02-02 18:49:49,2020
2021-02-02 18:50:49,2018
2021-02-02 18:51:49,2000
2021-02-02 18:53:50,2000
2021-02-02 18:54:50,2000
2021-02-02 18:55:50,2019
2021-02-02 18:56:50,2017
2021-02-02 18:57:50,2010
2021-02-02 18:58:50,2013
2021-02-02 18:59:50,2000
2021-02-02 19:01:50,2000
2021-02-02 19:02:51,2015
2021-02-02 19:03:51,2000
2021-02-02 19:04:51,2011
2021-02-02 19:05:51,2014
2021-02-02 19:06:51,2015
2021-02-02 19:07:51,2002
2021-02-02 19:08:51,2000
2021-02-02 19:10:51,2000
2021-02-02 19:11:52,2014
2021-02-02 19:12:52,2015
2021-02-02 19:13:52,2000
2021-02-02 19:16:52,2000
2021-02-02 19:17:53,2014
2021-02-02 19:18:53,2013
2021-02-02 19:19:53,2014
2021-02-02 19:20:53,2000
2021-02-02 19:22:53,2000
2021-02-02 19:23:53,1995
2021-02-02 19:24:53,2000
2021-02-02 19:25:54,2000
2021-02-02 19:26:54,2015
2021-02-02 19:27:54,2015
2021-02-02 19:28:54,2000
2021-02-02 19:29:54,1995
2021-02-02 19:30:54,2000
2021-02-02 19:32:54,2000
2021-02-02 19:33:55,2015
2021-02-02 19:34:55,2013
2021-02-02 19:35:55,2000
2021-02-02 19:36:55,2013
2021-02-02 19:37:55,2014
2021-02-02 19:38:55,2000
2021-02-02 19:39:55,1995
2021-02-02 19:40:55,2000
2021-02-02 19:43:56,2000
2021-02-02 19:44:56,2014
2021-02-02 19:45:56,2013
2021-02-02 19:46:56,2014
2021-02-02 19:47:56,2000
2021-02-02 19:48:56,2000
2021-02-02 19:49:56,1995
2021-02-02 19:50:56,2000
2021-02-02 19:51:56,2000
2021-02-02 19:52:57,1994
2021-02-02 19:53:57,2000
2021-02-02 19:54:57,2015
2021-02-02 19:55:57,2015
2021-02-02 19:56:57,2008
2021-02-02 19:57:57,2013
2021-02-02 19:58:57,2012
2021-02-02 19:59:58,2000
2021-02-02 20:05:58,2000
2021-02-02 20:06:58,2012
2021-02-02 20:07:58,2011
2021-02-02 20:08:59,2014
2021-02-02 20:09:59,2000
2021-02-02 20:10:59,2000
2021-02-02 20:11:59,2008
2021-02-02 20:12:59,2013
2021-02-02 20:13:59,2000
2021-02-02 20:14:59,2000
2021-02-02 20:15:59,1995
2021-02-02 20:17:00,1994
2021-02-02 20:18:00,2014
2021-02-02 20:19:00,2013
2021-02-02 20:20:00,2000
2021-02-02 20:21:00,2000
2021-02-02 20:22:00,2010
2021-02-02 20:23:00,2011
2021-02-02 20:24:00,2011
2021-02-02 20:25:00,2014
2021-02-02 20:26:01,2000
2021-02-02 20:31:01,2000
2021-02-02 20:32:01,1994
2021-02-02 20:33:01,2000
2021-02-02 20:34:01,2000
2021-02-02 20:35:02,1990
2021-02-02 20:36:02,2000
2021-02-02 20:37:02,1992
2021-02-02 20:38:02,2000
2021-02-02 20:39:02,1994
2021-02-02 20:40:02,1992
2021-02-02 20:41:02,2000
2021-02-02 20:42:02,1991
2021-02-02 20:43:02,2000
2021-02-02 20:44:03,2000
2021-02-02 20:45:03,1994
2021-02-02 20:46:03,1989
2021-02-02 20:47:03,2000
2021-02-02 20:48:03,1993
2021-02-02 20:49:03,1988
2021-02-02 20:50:03,1983
2021-02-02 20:51:03,1978
2021-02-02 20:52:03,1973
2021-02-02 20:53:04,1968
2021-02-02 20:54:04,1965
2021-02-02 20:55:04,1960
2021-02-02 20:56:04,1955
2021-02-02 20:57:04,1950
2021-02-02 20:58:04,1966
2021-02-02 20:59:04,1961
2021-02-02 21:00:04,1938
2021-02-02 21:01:05,1931
2021-02-02 21:02:05,1946
2021-02-02 21:03:05,1941
2021-02-02 21:04:05,1936
2021-02-02 21:05:05,1913
2021-02-02 21:06:05,1910
2021-02-02 21:07:05,1905
2021-02-02 21:08:05,1900
2021-02-02 21:09:05,1916
2021-02-02 21:10:06,1911
2021-02-02 21:11:06,1888
2021-02-02 21:12:06,1885
2021-02-02 21:13:06,1880
2021-02-02 21:14:06,1875
2021-02-02 21:15:06,1891
2021-02-02 21:16:06,1886
2021-02-02 21:17:06,1863
2021-02-02 21:18:07,1860
2021-02-02 21:19:07,1855
2021-02-02 21:20:07,1871
2021-02-02 21:21:07,1866
2021-02-02 21:22:07,1845
2021-02-02 21:23:07,1840
2021-02-02 21:24:07,1856
2021-02-02 21:25:08,1833
2021-02-02 21:26:08,1830
2021-02-02 21:27:08,1825
2021-02-02 21:28:08,1841
2021-02-02 21:29:08,1818
2021-02-02 21:30:08,1815
2021-02-02 21:31:08,1831
2021-02-02 21:32:08,1808
2021-02-02 21:33:09,1801
2021-02-02 21:34:09,1816
2021-02-02 21:35:09,1793
2021-02-02 21:36:09,1790
2021-02-02 21:37:09,1785
2021-02-02 21:38:09,1801
2021-02-02 21:39:09,1796
2021-02-02 21:40:09,1775
2021-02-02 21:41:10,1770
2021-02-02 21:42:10,1786
2021-02-02 21:43:10,1781
2021-02-02 21:44:10,1760
2021-02-02 21:45:10,1755
2021-02-02 21:46:10,1771
2021-02-02 21:47:10,1748
2021-02-02 21:48:10,1745
2021-02-02 21:49:11,1761
2021-02-02 21:50:11,1756
2021-02-02 21:51:11,1733
2021-02-02 21:52:11,1730
2021-02-02 21:53:11,1746
2021-02-02 21:54:11,1723
2021-02-02 21:55:11,1720
2021-02-02 21:56:11,1736
2021-02-02 21:57:12,1731
2021-02-02 21:58:12,1710
2021-02-02 21:59:12,1705
2021-02-02 22:00:12,1721
2021-02-02 22:01:12,1700
2021-02-02 22:02:12,1695
2021-02-02 22:03:12,1711
2021-02-02 22:04:12,1690
2021-02-02 22:05:13,1685
2021-02-02 22:06:13,1701
2021-02-02 22:07:13,1680
2021-02-02 22:08:13,1696
2021-02-02 22:09:13,1673
2021-02-02 22:10:13,1670
2021-02-02 22:11:14,1686
2021-02-02 22:12:14,1663
2021-02-02 22:13:14,1660
2021-02-02 22:14:14,1676
2021-02-02 22:15:14,1655
2021-02-02 22:16:14,1671
2021-02-02 22:17:14,1648
2021-02-02 22:18:14,1638
2021-02-02 22:19:15,1634
2021-02-02 22:20:15,1631
2021-02-02 22:21:15,1646
2021-02-02 22:22:15,1625
2021-02-02 22:23:15,1621
2021-02-02 22:24:15,1613
2021-02-02 22:25:15,1625
2021-02-02 22:26:15,1603
2021-02-02 22:27:15,1600
2021-02-02 22:28:16,1616
2021-02-02 22:29:16,1595
2021-02-02 22:30:16,1611
2021-02-02 22:31:16,1590
2021-02-02 22:32:16,1586
2021-02-02 22:33:16,1574
2021-02-02 22:34:17,1571
2021-02-02 22:35:17,1568
2021-02-02 22:36:17,1558
2021-02-02 22:37:17,1570
2021-02-02 22:38:17,1551
2021-02-02 22:39:17,1566
2021-02-02 22:40:17,1545
2021-02-02 22:41:17,1561
2021-02-02 22:42:18,1538
2021-02-02 22:43:18,1556
2021-02-02 22:44:18,1533
2021-02-02 22:45:18,1530
2021-02-02 22:46:18,1528
2021-02-02 22:47:18,1525
2021-02-02 22:48:18,1543
2021-02-02 22:49:19,1522
2021-02-02 22:50:19,1541
2021-02-02 22:51:19,1518
2021-02-02 22:52:19,1515
2021-02-02 22:53:19,1513
2021-02-02 22:54:19,1510
2021-02-02 22:55:19,1508
2021-02-02 22:56:20,1505
2021-02-02 22:57:20,1503
2021-02-02 22:58:20,1500
2021-02-02 22:59:20,1498
2021-02-02 23:00:20,1495
2021-02-02 23:01:20,1493
2021-02-02 23:02:20,1511
2021-02-02 23:03:21,1488
2021-02-02 23:04:21,1506
2021-02-02 23:05:21,1485
2021-02-02 23:06:21,1501
2021-02-02 23:07:21,1480
2021-02-02 23:08:21,1476
2021-02-02 23:09:21,1468
2021-02-02 23:10:22,1480
2021-02-02 23:11:22,1461
2021-02-02 23:12:22,1476
2021-02-02 23:13:22,1455
2021-02-02 23:14:22,1471
2021-02-02 23:15:22,1450
2021-02-02 23:16:22,1448
2021-02-02 23:17:22,1445
2021-02-02 23:18:23,1443
2021-02-02 23:19:23,1441
2021-02-02 23:20:23,1433
2021-02-02 23:21:23,1425
2021-02-02 23:22:23,1419
2021-02-02 23:23:23,1429
2021-02-02 23:24:23,1411
2021-02-02 23:25:24,1406
2021-02-02 23:26:24,1398
2021-02-02 23:27:24,1394
2021-02-02 23:28:24,1390
2021-02-02 23:29:24,1384
2021-02-02 23:30:24,1394
2021-02-02 23:31:24,1373
2021-02-02 23:32:24,1371
2021-02-02 23:33:24,1363
