"Time","salzano_ingrid_robegano_MASSFLOW"
2021-02-03 15:46:31,2005
2021-02-03 15:47:31,2009
2021-02-03 15:48:31,2010
2021-02-03 15:49:31,2007
2021-02-03 15:50:31,2008
2021-02-03 15:51:31,2004
2021-02-03 15:52:31,2007
2021-02-03 15:53:31,2000
2021-02-03 15:54:32,2008
2021-02-03 15:55:32,2010
2021-02-03 15:56:32,2010
2021-02-03 15:57:32,2007
2021-02-03 15:58:32,2008
2021-02-03 15:59:32,2010
2021-02-03 16:00:32,2006
2021-02-03 16:01:32,2001
2021-02-03 16:02:32,1996
2021-02-03 16:03:33,1992
2021-02-03 16:04:33,1991
2021-02-03 16:05:33,1993
2021-02-03 16:06:33,1999
2021-02-03 16:07:33,2003
2021-02-03 16:08:33,2006
2021-02-03 16:09:33,2009
2021-02-03 16:10:33,2010
2021-02-03 16:11:33,2011
2021-02-03 16:12:34,2004
2021-02-03 16:13:34,2007
2021-02-03 16:14:34,2009
2021-02-03 16:15:34,2011
2021-02-03 16:16:34,2011
2021-02-03 16:17:34,2011
2021-02-03 16:18:34,2007
2021-02-03 16:19:34,2002
2021-02-03 16:20:35,2004
2021-02-03 16:21:35,2006
2021-02-03 16:22:35,1989
2021-02-03 16:23:35,2000
2021-02-03 16:24:35,2009
2021-02-03 16:25:35,2010
2021-02-03 16:26:35,2011
2021-02-03 16:27:35,2011
2021-02-03 16:28:35,2007
2021-02-03 16:29:36,2008
2021-02-03 16:30:36,2000
2021-02-03 16:31:36,1986
2021-02-03 16:32:36,2006
2021-02-03 16:33:36,2008
2021-02-03 16:34:36,2010
2021-02-03 16:35:36,2010
2021-02-03 16:36:36,2010
2021-02-03 16:37:36,2000
2021-02-03 16:38:37,2008
2021-02-03 16:39:37,2009
2021-02-03 16:40:37,2010
2021-02-03 16:41:37,2013
2021-02-03 16:42:37,2000
2021-02-03 16:44:37,2000
2021-02-03 16:45:37,2007
2021-02-03 16:46:38,2009
2021-02-03 16:47:38,1990
2021-02-03 16:48:38,1990
2021-02-03 16:49:38,1990
2021-02-03 16:50:38,1990
2021-02-03 16:51:38,2000
2021-02-03 16:57:39,2000
2021-02-03 16:58:39,1993
2021-02-03 16:59:39,1993
2021-02-03 17:00:39,2000
2021-02-03 17:01:39,2015
2021-02-03 17:02:40,2013
2021-02-03 17:03:40,2000
2021-02-03 17:04:40,2008
2021-02-03 17:05:40,2013
2021-02-03 17:06:40,2000
2021-02-03 17:10:41,2000
2021-02-03 17:11:41,2014
2021-02-03 17:12:41,2015
2021-02-03 17:13:41,2000
2021-02-03 17:14:41,2010
2021-02-03 17:15:41,2000
2021-02-03 17:20:42,2000
2021-02-03 17:21:42,2015
2021-02-03 17:22:42,2015
2021-02-03 17:23:42,2010
2021-02-03 17:24:42,2011

