Time [s],Pressure [mbar],N injection,Time opening [ms],Tau injection [ms],Mass [g]
1619431388.44921,257.1875,630,10,1000,5.961
1619431389.54548,257.1875,631,10,1000,5.964
1619431390.63907,257.1875,632,10,1000,5.972
1619431391.74153,257.1875,633,10,1000,5.983
1619431392.84797,257.1875,634,10,1000,5.994
1619431393.93775,257.1875,636,10,1000,5.998
1619431395.03969,257.1875,637,10,1000,6.005
1619431396.13824,257.1875,638,10,1000,6.017
1619431397.23497,257.1875,639,10,1000,6.025
1619431398.33685,257.1875,640,10,1000,6.034
1619431399.43848,257.1875,641,10,1000,6.04
1619431400.5372,257.1875,642,10,1000,6.06
1619431401.63052,257.1875,643,10,1000,6.065
1619431402.72965,257.1875,644,10,1000,6.07
1619431403.8278,257.1875,645,10,1000,6.077
1619431404.92869,257.1875,647,10,1000,6.082
1619431406.0278,257.1875,648,10,1000,6.095
1619431407.12773,257.1875,649,10,1000,6.105
1619431408.22214,257.1875,650,10,1000,6.113
1619431409.32791,257.1875,651,10,1000,6.118
1619431410.42327,257.1875,652,10,1000,6.123
1619431411.52109,257.1875,653,10,1000,6.143
1619431412.61873,257.125,654,10,1000,6.146
1619431413.71924,257.125,655,10,1000,6.153
