Time [s],Pressure [mbar],N injection,Time opening [ms],Tau injection [ms],Mass [g]
1619784464.49434,1833,283,5,5000,3.815
1619784467.08835,1833,284,5,5000,3.815
1619784469.68762,1833,284,5,5000,3.815
1619784472.28545,1833,285,5,5000,3.815
1619784474.8791,1833,286,5,5000,3.815
1619784477.48259,1833,286,5,5000,3.896
1619784480.07726,1833,287,5,5000,3.896
1619784482.67684,1833,287,5,5000,3.896
1619784485.26775,1833,288,5,5000,3.896
1619784487.86667,1833,288,5,5000,3.896
1619784490.46476,1833,289,5,5000,3.895
1619784493.06013,1833,289,5,5000,3.895
1619784495.66397,1833,290,5,5000,3.895
1619784498.25744,1833,290,5,5000,3.895
1619784500.85487,1833,291,5,5000,3.895
1619784503.44964,1833,291,5,5000,3.977
1619784506.05479,1833,292,5,5000,3.975
1619784508.71843,1833,292,5,5000,3.975
1619784511.3412,1833,293,5,5000,3.975
1619784513.93667,1832.625,293,5,5000,3.975
1619784516.53594,1832.625,294,5,5000,3.975
1619784519.1324,1832.625,294,5,5000,3.975
1619784521.72616,1832.625,295,5,5000,3.975
1619784524.33187,1833,295,5,5000,3.975
1619784526.92259,1833,296,5,5000,3.975
1619784529.51856,1833,296,5,5000,3.974
1619784532.11699,1833,297,5,5000,3.973
1619784537.30691,1832.625,298,5,5000,4.055
1619784539.90541,1833,299,5,5000,4.055
1619784542.50918,1833,299,5,5000,4.054
1619784545.10729,1833,300,5,5000,4.054
1619784547.70512,1832.625,300,5,5000,4.055
1619784550.2925,1832.625,301,5,5000,4.055
1619784552.89655,1832.625,301,5,5000,4.055
1619784555.52926,1833,302,5,5000,4.055
1619784558.13978,1833,302,5,5000,4.056
1619784560.734,1832.625,303,5,5000,4.137
1619784563.33472,1832.625,303,5,5000,4.137
1619784565.93348,1833,304,5,5000,4.137
1619784568.52424,1832.625,304,5,5000,4.137
1619784571.12948,1832.625,305,5,5000,4.137
1619784573.72216,1832.625,305,5,5000,4.137
1619784576.33045,1832.625,306,5,5000,4.136
