Time [s],Pressure [mbar],N injection,Time opening [ms],Mass [g]
1618833471.55392,196.875,-12066,5,325.386
1618833474.23399,196.75,-12039,5,325.478
1618833476.95353,196.6875,-12012,5,325.659
1618833479.63175,196.625,-11985,5,325.754
1618833482.33645,196.5,-11959,5,325.846
1618833485.03985,196.4375,-11932,5,326.044
1618833487.71834,196.3125,-11905,5,326.14
1618833490.44216,196.25,-11878,5,326.319
1618833493.11004,196.125,-11852,5,326.418
1618833495.82757,196.0625,-11825,5,326.534
1618833498.50409,196,-11798,5,326.628
1618833501.21851,195.9375,-11772,5,326.747
1618833503.89991,195.8125,-11745,5,326.941
1618833506.61019,195.75,-11718,5,327.035
1618833509.28627,195.625,-11692,5,327.131
1618833511.94528,195.5625,-11666,5,327.32
1618833514.66243,195.4375,-11639,5,327.413
1618833517.33274,195.375,-11612,5,327.612
1618833520.04558,195.25,-11585,5,327.705
1618833522.74739,195.1875,-11559,5,327.801
1618833525.4374,195.125,-11532,5,327.905
1618833528.14972,195,-11505,5,328.091
1618833530.83878,194.9375,-11478,5,328.259
1618833533.55177,194.8125,-11452,5,328.361
1618833536.22136,194.75,-11425,5,328.479
1618833538.92277,194.6875,-11398,5,328.568
1618833541.60871,194.5625,-11372,5,328.755
1618833544.32303,194.5,-11345,5,328.852
1618833547.00161,194.375,-11318,5,328.972
1618833549.72765,194.3125,-11291,5,329.131
1618833552.4158,194.25,-11265,5,329.249
1618833555.09855,194.125,-11238,5,329.343
1618833557.80874,194.0625,-11211,5,329.512
1618833560.49485,194,-11184,5,329.61
1618833563.19636,193.875,-11158,5,329.73
1618833565.89188,193.8125,-11132,5,329.899
1618833568.58416,193.6875,-11105,5,329.995
1618833571.29946,193.625,-11077,5,330.181
1618833573.96813,193.5,-11052,5,330.275
1618833576.62312,193.4375,-11025,5,330.468
1618833579.33937,193.3125,-10998,5,330.564
1618833582.01278,193.25,-10972,5,330.678
1618833584.73269,193.1875,-10945,5,330.77
1618833587.41246,193.0625,-10918,5,330.934
1618833590.12292,193,-10891,5,331.051
1618833592.80924,192.875,-10865,5,331.218
1618833595.50927,192.8125,-10838,5,331.311
1618833598.21984,192.6875,-10811,5,331.497
1618833600.89669,192.5625,-10784,5,331.591
1618833603.61234,192.5,-10758,5,331.682
1618833606.32558,192.4375,-10731,5,331.873
1618833611.63259,192.25,-10678,5,332.137
1618833614.34596,192.125,-10652,5,332.223
1618833617.03383,192.0625,-10625,5,332.409
1618833619.73372,192,-10598,5,332.503
1618833622.41989,191.9375,-10572,5,332.594
1618833625.13233,191.8125,-10545,5,332.698
1618833627.82527,191.6875,-10518,5,332.864
1618833630.52436,191.625,-10491,5,332.957
1618833633.21695,191.5625,-10465,5,333.14
1618833635.92451,191.5,-10438,5,333.249
1618833638.61004,191.375,-10411,5,333.338
1618833641.32241,191.25,-10384,5,333.522
1618833644.00939,191.1875,-10358,5,333.613
1618833646.69337,191.125,-10331,5,333.792
1618833649.40744,191,-10304,5,333.885
1618833652.10856,190.9375,-10277,5,333.993
1618833654.79622,190.875,-10251,5,334.159
1618833657.4944,190.8125,-10224,5,334.268
1618833660.20772,190.625,-10197,5,334.368
1618833662.91149,190.5625,-10171,5,334.528
1618833665.56943,190.5,-10145,5,334.622
1618833668.22147,190.4375,-10118,5,334.803
1618833670.93261,190.3125,-10091,5,334.895
1618833673.62532,190.25,-10065,5,334.99
1618833676.33171,190.125,-10038,5,335.168
1618833679.0127,190.0625,-10011,5,335.256
1618833681.76033,189.9375,-9984,5,335.447
1618833684.45901,189.875,-9958,5,335.539
1618833687.17263,189.8125,-9931,5,335.63
1618833689.86092,189.75,-9904,5,335.813
1618833692.5562,189.625,-9877,5,335.904
1618833695.26281,189.5625,-9851,5,336.017
1618833697.95466,189.4375,-9824,5,336.145
1618833700.66806,189.375,-9797,5,336.278
1618833703.33768,189.25,-9771,5,336.375
1618833706.05398,189.1875,-9744,5,336.562
1618833708.73023,189.0625,-9717,5,336.655
1618833711.43736,189,-9690,5,336.761
1618833714.1233,188.9375,-9664,5,336.876
1618833716.83396,188.8125,-9637,5,337.047
1618833719.51645,188.75,-9610,5,337.138
1618833722.2384,188.6875,-9583,5,337.299
1618833724.9216,188.5625,-9557,5,337.513
1618833727.61957,188.5,-9530,5,337.604
1618833730.32157,188.4375,-9503,5,337.713
1618833733.00803,188.3125,-9476,5,337.799
1618833735.71516,188.25,-9450,5,337.969
1618833738.34878,188.125,-9424,5,338.061
1618833741.06223,188.0625,-9397,5,338.243
1618833743.73499,188,-9371,5,338.344
1618833746.39011,187.875,-9345,5,338.434
1618833749.10909,187.8125,-9317,5,338.543
1618833751.78275,187.6875,-9291,5,338.699
1618833754.48842,187.625,-9265,5,338.878
1618833757.18559,187.5625,-9238,5,338.969
1618833759.87525,187.4375,-9211,5,339.061
1618833762.59372,187.375,-9183,5,339.17
1618833765.27188,187.25,-9158,5,339.348
1618833767.99078,187.1875,-9131,5,339.433
1618833770.66871,187.0625,-9104,5,339.608
1618833773.37633,187,-9077,5,339.71
1618833776.05774,186.9375,-9051,5,339.881
1618833778.77629,186.875,-9024,5,339.97
1618833781.4578,186.75,-8997,5,340.082
1618833784.15039,186.6875,-8971,5,340.267
1618833786.87646,186.625,-8944,5,340.358
1618833789.53374,186.5625,-8917,5,340.465
1618833792.19187,186.4375,-8891,5,340.628
1618833794.90995,186.375,-8864,5,340.716
1618833797.58324,186.3125,-8838,5,340.902
1618833800.30084,186.1875,-8810,5,340.994
1618833802.97995,186.125,-8784,5,341.086
1618833805.68266,186,-8758,5,341.269
1618833811.05832,185.8125,-8704,5,341.542
1618833813.71595,185.75,-8677,5,341.634
1618833816.43063,185.625,-8651,5,341.742
1618833819.11928,185.5625,-8624,5,341.832
1618833821.81876,185.4375,-8597,5,342.031
1618833824.5184,185.375,-8571,5,342.12
1618833827.22329,185.25,-8544,5,342.216
1618833829.89245,185.1875,-8518,5,342.395
1618833832.54782,185.125,-8491,5,342.483
1618833835.25045,185,-8465,5,342.643
1618833837.95399,184.9375,-8438,5,342.732
1618833840.63577,184.8125,-8411,5,342.915
1618833843.34858,184.75,-8384,5,343.005
1618833846.02833,184.6875,-8358,5,343.097
1618833848.74478,184.625,-8331,5,343.28
1618833851.44951,184.5,-8304,5,343.392
1618833854.10436,184.4375,-8277,5,343.484
1618833856.77485,184.3125,-8252,5,343.648
1618833859.48219,184.25,-8225,5,343.752
1618833862.16026,184.125,-8198,5,343.913
1618833864.88841,184.0625,-8172,5,344.02
1618833867.57101,184,-8145,5,344.114
1618833872.88645,183.8125,-8092,5,344.438
1618833875.552,183.6875,-8066,5,344.535
1618833878.25163,183.625,-8039,5,344.622
1618833880.96637,183.5625,-8012,5,344.8
1618833883.64288,183.4375,-7985,5,344.887
1618833886.36648,183.375,-7959,5,345.055
1618833889.05988,183.3125,-7932,5,345.165
1618833891.73654,183.1875,-7905,5,345.252
1618833894.43665,183.125,-7878,5,345.406
1618833897.1379,183.0625,-7852,5,345.513
1618833899.83329,182.9375,-7825,5,345.675
1618833902.55047,182.875,-7798,5,345.782
1618833905.21994,182.75,-7772,5,345.912
1618833907.94108,182.6875,-7745,5,346.052
1618833910.62538,182.625,-7718,5,346.141
1618833913.31711,182.5,-7691,5,346.328
1618833916.01708,182.4375,-7665,5,346.436
1618833918.70028,182.375,-7638,5,346.522
1618833921.41468,182.25,-7611,5,346.674
1618833924.10048,182.1875,-7584,5,346.763
1618833926.80891,182.0625,-7558,5,346.938
1618833929.49397,182,-7531,5,347.021
1618833932.20373,181.9375,-7504,5,347.125
1618833934.88362,181.8125,-7478,5,347.291
1618833937.58873,181.75,-7452,5,347.377
1618833940.28422,181.6875,-7425,5,347.553
1618833942.98725,181.5625,-7398,5,347.718
1618833945.68054,181.5,-7372,5,347.803
1618833948.38397,181.375,-7345,5,347.908
1618833951.08,181.3125,-7318,5,347.998
1618833953.76481,181.1875,-7291,5,348.157
1618833956.48803,181.125,-7265,5,348.241
1618833959.17763,181.0625,-7238,5,348.43
1618833961.86073,180.9375,-7211,5,348.531
1618833964.56074,180.875,-7184,5,348.691
1618833967.26277,180.8125,-7158,5,348.781
1618833969.95346,180.6875,-7131,5,348.884
1618833972.64916,180.625,-7104,5,349.05
1618833975.36374,180.5625,-7077,5,349.135
1618833978.05629,180.4375,-7051,5,349.227
1618833980.73298,180.375,-7024,5,349.388
1618833983.45635,180.3125,-6997,5,349.515
1618833986.12972,180.1875,-6971,5,349.674
1618833991.53272,180,-6917,5,349.939
1618833994.23989,179.9375,-6890,5,350.024
1618833996.92858,179.875,-6864,5,350.197
1618833999.62443,179.75,-6837,5,350.282
1618834002.32392,179.6875,-6810,5,350.459
1618834005.02384,179.625,-6783,5,350.546
1618834007.71235,179.5,-6757,5,350.632
1618834010.40851,179.4375,-6730,5,350.817
1618834013.1082,179.375,-6703,5,350.908
1618834015.81603,179.25,-6676,5,351.083
1618834018.49008,179.1875,-6651,5,351.192
1618834021.21213,179.0625,-6623,5,351.35
1618834023.89678,179,-6596,5,351.437
1618834026.59622,178.9375,-6570,5,351.627
1618834029.28855,178.875,-6544,5,351.717
1618834032.00122,178.8125,-6516,5,351.801
1618834034.6784,178.6875,-6490,5,351.907
1618834037.38658,178.625,-6464,5,352.07
1618834040.06404,178.5,-6437,5,352.239
1618834042.71943,178.4375,-6410,5,352.331
1618834045.40673,178.375,-6383,5,352.436
1618834048.06384,178.3125,-6358,5,352.589
1618834050.78061,178.25,-6331,5,352.691
1618834053.46188,178.125,-6304,5,352.816
1618834056.1727,178,-6277,5,352.958
1618834058.85353,177.9375,-6251,5,353.048
1618834061.52995,177.875,-6224,5,353.218
1618834064.20507,177.75,-6197,5,353.306
1618834066.89414,177.6875,-6172,5,353.407
1618834069.60589,177.625,-6144,5,353.563
1618834072.2845,177.5,-6118,5,353.665
1618834075.00466,177.4375,-6090,5,353.765
1618834077.67722,177.3125,-6065,5,353.926
1618834080.39966,177.25,-6037,5,354.039
1618834083.07147,177.125,-6011,5,354.181
1618834085.79342,177.0625,-5984,5,354.264
1618834088.47603,177,-5958,5,354.454
1618834091.19188,176.9375,-5931,5,354.542
1618834093.8733,176.8125,-5904,5,354.649
1618834096.57442,176.75,-5877,5,354.801
1618834099.26558,176.6875,-5851,5,354.987
1618834101.96226,176.5625,-5824,5,355.077
1618834104.67303,176.5,-5797,5,355.165
1618834107.36543,176.4375,-5771,5,355.268
1618834110.04561,176.3125,-5744,5,355.432
1618834112.76851,176.25,-5717,5,355.535
1618834115.43895,176.1875,-5690,5,355.691
1618834118.15389,176.0625,-5664,5,355.785
1618834120.83886,176,-5637,5,355.897
1618834123.54185,175.875,-5610,5,356.058
1618834126.23223,175.875,-5583,5,356.176
1618834128.95303,175.75,-5557,5,356.261
1618834131.64084,175.625,-5530,5,356.348
1618834134.3203,175.5625,-5503,5,356.555
1618834137.03961,175.5,-5476,5,356.646
1618834139.70638,175.375,-5450,5,356.736
1618834142.3646,175.3125,-5424,5,356.934
1618834145.07668,175.1875,-5397,5,357.022
1618834147.7595,175.125,-5371,5,357.111
1618834150.46077,175.0625,-5344,5,357.202
1618834153.16471,175,-5317,5,357.382
1618834155.85749,174.875,-5290,5,357.568
1618834158.56027,174.8125,-5264,5,357.656
1618834161.2402,174.75,-5237,5,357.746
1618834163.96428,174.625,-5210,5,357.833
1618834166.62957,174.5625,-5183,5,358.012
1618834169.34965,174.5,-5157,5,358.1
1618834172.02424,174.375,-5130,5,358.193
1618834174.74773,174.3125,-5103,5,358.386
1618834177.42604,174.25,-5076,5,358.478
1618834180.1283,174.125,-5050,5,358.653
1618834182.84133,174.0625,-5023,5,358.741
1618834185.51689,173.9375,-4996,5,358.836
1618834188.22439,173.875,-4970,5,358.941
1618834190.90817,173.8125,-4943,5,359.1
1618834193.61673,173.75,-4916,5,359.194
1618834196.33016,173.625,-4889,5,359.373
1618834199.00043,173.625,-4863,5,359.464
1618834201.71756,173.5,-4836,5,359.572
1618834204.39485,173.375,-4809,5,359.741
1618834207.12546,173.3125,-4782,5,359.828
1618834209.78976,173.25,-4757,5,359.933
1618834212.50015,173.1875,-4729,5,360.1
1618834215.17563,173.125,-4703,5,360.186
1618834217.84394,173,-4676,5,360.373
1618834220.53866,172.9375,-4650,5,360.482
1618834223.22332,172.8125,-4623,5,360.643
1618834225.95322,172.75,-4596,5,360.73
1618834228.61917,172.6875,-4570,5,360.832
1618834231.34292,172.625,-4543,5,360.998
1618834233.99647,172.5,-4516,5,361.087
1618834236.65868,172.4375,-4490,5,361.253
1618834239.38272,172.375,-4464,5,361.357
1618834242.05049,172.25,-4437,5,361.45
1618834244.76368,172.1875,-4410,5,361.536
1618834247.45451,172.125,-4383,5,361.711
1618834250.15533,172,-4357,5,361.796
1618834252.85482,171.9375,-4330,5,361.963
1618834255.54344,171.875,-4303,5,362.051
1618834258.25638,171.75,-4276,5,362.214
1618834260.93398,171.6875,-4250,5,362.322
1618834263.65395,171.625,-4223,5,362.406
1618834268.96431,171.4375,-4171,5,362.69
1618834271.62246,171.375,-4144,5,362.779
1618834274.34818,171.3125,-4117,5,362.861
1618834277.01704,171.25,-4090,5,363.04
1618834279.7239,171.125,-4064,5,363.143
1618834282.42333,171.0625,-4037,5,363.305
1618834285.12099,171,-4010,5,363.398
1618834287.80399,170.875,-3983,5,363.571
1618834290.52557,170.8125,-3957,5,363.657
1618834293.21887,170.6875,-3930,5,363.756
1618834295.91626,170.5625,-3903,5,363.937
1618834298.59455,170.5625,-3876,5,364.025
1618834301.30435,170.4375,-3850,5,364.109
1618834303.99823,170.375,-3823,5,364.284
1618834306.68945,170.3125,-3797,5,364.373
1618834309.38107,170.1875,-3771,5,364.561
1618834312.08584,170.125,-3744,5,364.647
1618834314.77926,170.0625,-3717,5,364.733
1618834317.4925,169.9375,-3690,5,364.932
1618834320.17723,169.875,-3664,5,365.024
1618834322.86991,169.75,-3637,5,365.113
1618834325.58104,169.6875,-3610,5,365.213
1618834328.26112,169.625,-3583,5,365.381
1618834330.96155,169.5625,-3557,5,365.468
1618834333.67186,169.4375,-3530,5,365.644
1618834336.35543,169.375,-3503,5,365.733
1618834339.07144,169.3125,-3476,5,365.818
1618834341.75784,169.25,-3450,5,366.014
1618834344.44113,169.1875,-3423,5,366.098
1618834347.16257,169.0625,-3396,5,366.182
1618834349.85245,169,-3370,5,366.362
1618834352.5483,168.9375,-3343,5,366.444
1618834355.22951,168.8125,-3316,5,366.533
1618834357.94333,168.75,-3289,5,366.711
1618834360.62435,168.6875,-3263,5,366.801
1618834363.35087,168.5625,-3236,5,366.895
1618834366.02419,168.5,-3209,5,367.078
1618834368.72444,168.375,-3182,5,367.16
1618834371.43297,168.3125,-3156,5,367.243
1618834374.10832,168.25,-3129,5,367.43
1618834376.82089,168.1875,-3102,5,367.511
1618834379.50808,168.125,-3075,5,367.671
1618834382.21578,168,-3049,5,367.776
1618834384.9076,167.9375,-3022,5,367.859
1618834387.60802,167.8125,-2995,5,368.024
1618834390.29826,167.75,-2969,5,368.11
1618834393.01295,167.625,-2942,5,368.294
1618834395.69253,167.625,-2916,5,368.381
1618834398.38641,167.5,-2889,5,368.559
1618834401.10006,167.4375,-2862,5,368.648
1618834403.79757,167.375,-2835,5,368.739
1618834406.47346,167.25,-2809,5,368.821
1618834409.19571,167.1875,-2781,5,369
1618834411.86397,167.0625,-2756,5,369.083
1618834414.59226,167,-2729,5,369.26
1618834417.26427,166.9375,-2702,5,369.347
1618834419.98385,166.875,-2675,5,369.431
1618834422.65766,166.8125,-2649,5,369.616
1618834425.37949,166.75,-2622,5,369.695
1618834430.68798,166.5625,-2570,5,369.954
1618834433.34862,166.5,-2543,5,370.059
1618834436.0573,166.4375,-2516,5,370.141
1618834438.74024,166.3125,-2489,5,370.303
1618834441.44867,166.25,-2463,5,370.407
1618834444.13874,166.1875,-2436,5,370.565
1618834446.85365,166.0625,-2409,5,370.752
1618834449.52067,166,-2382,5,370.841
1618834452.18462,165.9375,-2357,5,370.921
1618834454.87827,165.875,-2330,5,371.1
1618834457.57249,165.75,-2303,5,371.187
1618834460.29015,165.6875,-2276,5,371.28
1618834462.96564,165.625,-2250,5,371.452
1618834465.67264,165.5625,-2223,5,371.535
1618834468.38126,165.4375,-2196,5,371.621
1618834471.06768,165.4375,-2170,5,371.789
1618834473.75039,165.3125,-2143,5,371.893
1618834476.47246,165.1875,-2116,5,372.056
1618834479.14993,165.125,-2089,5,372.139
1618834481.86402,165.0625,-2063,5,372.242
1618834484.54183,165,-2036,5,372.404
1618834487.25764,164.9375,-2009,5,372.488
1618834489.94161,164.8125,-1982,5,372.592
1618834492.64914,164.75,-1956,5,372.676
1618834495.32695,164.6875,-1929,5,372.851
1618834498.04407,164.625,-1902,5,373.02
1618834500.74106,164.5,-1875,5,373.11
1618834503.42104,164.4375,-1849,5,373.195
1618834506.13901,164.375,-1822,5,373.296
1618834508.83426,164.3125,-1795,5,373.463
1618834511.51835,164.1875,-1769,5,373.551
1618834514.22922,164.125,-1742,5,373.63
1618834519.53448,163.9375,-1689,5,373.893
1618834522.20063,163.875,-1663,5,374.061
1618834524.92402,163.8125,-1636,5,374.143
1618834527.60563,163.75,-1609,5,374.233
1618834530.30885,163.625,-1582,5,374.414
1618834533.00033,163.5625,-1556,5,374.5
1618834535.69498,163.5,-1530,5,374.584
1618834538.39313,163.4375,-1503,5,374.767
1618834541.09622,163.3125,-1475,5,374.849
1618834543.77554,163.25,-1450,5,374.931
1618834546.49344,163.1875,-1423,5,375.112
1618834549.16936,163.125,-1396,5,375.196
1618834551.88727,163.0625,-1370,5,375.372
1618834554.57206,163,-1343,5,375.458
1618834557.2694,162.875,-1316,5,375.543
1618834559.97693,162.8125,-1289,5,375.718
1618834562.67115,162.75,-1263,5,375.807
1618834565.3617,162.6875,-1236,5,375.907
1618834568.06048,162.5625,-1209,5,376.075
1618834570.76881,162.5,-1182,5,376.16
1618834573.47217,162.4375,-1156,5,376.241
1618834576.14732,162.3125,-1129,5,376.322
1618834578.84548,162.25,-1102,5,376.506
1618834581.56806,162.1875,-1075,5,376.588
1618834584.22228,162.125,-1049,5,376.753
1618834586.87695,162.0625,-1023,5,376.833
1618834589.5883,162,-996,5,377
1618834592.27767,161.875,-970,5,377.082
1618834594.99095,161.8125,-943,5,377.159
1618834597.68567,161.75,-916,5,377.34
1618834600.36337,161.6875,-889,5,377.422
1618834603.08897,161.5625,-863,5,377.502
1618834605.75719,161.5,-836,5,377.692
1618834608.46965,161.375,-809,5,377.773
1618834611.15737,161.3125,-782,5,377.853
1618834613.87379,161.25,-756,5,377.953
1618834616.55447,161.1875,-729,5,378.106
1618834619.27097,161.125,-702,5,378.283
1618834621.91399,161,-675,5,378.37
1618834624.59015,160.9375,-650,5,378.449
1618834627.30853,160.875,-622,5,378.534
1618834629.98774,160.8125,-596,5,378.701
1618834632.67887,160.75,-570,5,378.776
1618834635.40142,160.625,-542,5,378.933
1618834638.08185,160.5625,-516,5,379.028
1618834640.78055,160.5,-489,5,379.105
1618834643.47946,160.375,-463,5,379.259
1618834646.17576,160.3125,-436,5,379.351
1618834648.91664,160.25,-408,5,379.427
1618834651.6227,160.1875,-381,5,379.586
1618834654.30789,160.125,-355,5,379.685
1618834657.02145,160,-328,5,379.843
1618834659.71198,159.9375,-301,5,379.941
1618834662.40143,159.875,-274,5,380.021
1618834665.10035,159.8125,-248,5,380.185
1618834667.8042,159.6875,-221,5,380.285
1618834670.48923,159.6875,-195,5,380.456
1618834673.20929,159.5625,-168,5,380.555
1618834675.88918,159.5,-142,5,380.72
1618834678.59177,159.4375,-115,5,380.803
1618834681.28443,159.375,-88,5,380.881
1618834683.99022,159.25,-62,5,380.977
1618834686.68668,159.1875,-35,5,381.152
1618834689.37631,159.125,-8,5,381.231
1618834692.07767,159.0625,19,5,381.407
1618834694.77839,158.9375,45,5,381.485
1618834697.46034,158.9375,72,5,381.558
1618834700.18738,158.875,99,5,381.722
1618834702.85602,158.75,126,5,381.799
1618834705.58063,158.6875,152,5,381.955
1618834710.88712,158.5625,205,5,382.121
1618834713.54438,158.4375,231,5,382.293
1618834716.25656,158.375,258,5,382.369
1618834718.93246,158.375,285,5,382.471
1618834721.65761,158.25,312,5,382.62
1618834724.336,158.125,338,5,382.705
1618834727.04066,158.125,365,5,382.802
1618834729.73588,158,392,5,382.967
1618834732.45745,157.9375,419,5,383.046
1618834735.11566,157.875,445,5,383.133
1618834737.84038,157.8125,472,5,383.308
1618834740.50156,157.75,499,5,383.384
1618834743.15727,157.6875,525,5,383.536
1618834745.87363,157.5625,551,5,383.617
1618834748.57482,157.5625,578,5,383.691
1618834751.25717,157.4375,605,5,383.872
1618834753.95574,157.4375,631,5,383.952
1618834756.65639,157.3125,658,5,384.122
1618834759.3617,157.25,685,5,384.203
1618834762.04029,157.1875,712,5,384.274
1618834764.75699,157.125,738,5,384.37
1618834767.43632,157,765,5,384.534
1618834770.14191,156.9375,792,5,384.697
1618834772.84184,156.875,819,5,384.783
1618834775.53934,156.8125,845,5,384.865
1618834778.19273,156.75,871,5,384.962
1618834780.86831,156.625,898,5,385.116
1618834783.5904,156.5625,925,5,385.193
1618834786.26579,156.5,951,5,385.375
1618834788.98762,156.4375,978,5,385.462
1618834791.65861,156.3125,1005,5,385.545
1618834794.37705,156.25,1031,5,385.637
1618834797.06439,156.1875,1058,5,385.802
1618834799.74833,156.125,1085,5,385.895
1618834802.46471,156.0625,1112,5,386.06
1618834805.14466,156,1138,5,386.14
1618834807.85045,155.875,1165,5,386.203
1618834810.55337,155.8125,1192,5,386.389
1618834813.24968,155.6875,1219,5,386.485
1618834815.95949,155.6875,1245,5,386.565
1618834818.62526,155.625,1272,5,386.738
1618834821.34555,155.5,1299,5,386.81
1618834824.02746,155.4375,1326,5,386.971
1618834826.74799,155.375,1352,5,387.066
1618834829.41747,155.3125,1379,5,387.145
1618834832.13159,155.25,1406,5,387.215
1618834834.83327,155.1875,1432,5,387.459
1618834837.50839,155.0625,1459,5,387.538
1618834840.2265,155,1486,5,387.612
1618834842.91083,154.9375,1513,5,387.772
1618834845.61981,154.875,1539,5,387.945
1618834848.29651,154.8125,1566,5,388.026
1618834851.01961,154.75,1593,5,388.099
1618834853.69582,154.6875,1620,5,388.177
1618834856.39946,154.625,1646,5,388.346
1618834859.10345,154.5,1673,5,388.42
1618834861.78869,154.4375,1699,5,388.589
1618834864.50484,154.375,1727,5,388.668
1618834867.17828,154.3125,1752,5,388.747
1618834869.89268,154.25,1779,5,388.915
1618834872.57743,154.1875,1806,5,388.992
1618834875.26817,154.125,1832,5,389.083
1618834877.95573,154.0625,1859,5,389.244
1618834880.60857,153.9375,1886,5,389.321
1618834883.32814,153.875,1913,5,389.489
1618834886.0362,153.8125,1939,5,389.567
1618834888.70031,153.8125,1966,5,389.639
1618834891.42358,153.6875,1993,5,389.807
1618834894.09408,153.625,2019,5,389.888
1618834896.81864,153.5625,2046,5,389.963
1618834899.52215,153.5,2073,5,390.042
1618834902.196,153.4375,2099,5,390.22
1618834904.89624,153.375,2127,5,390.309
1618834907.58878,153.3125,2152,5,390.466
1618834910.31217,153.1875,2180,5,390.544
1618834912.97157,153.125,2206,5,390.615
1618834915.70278,153.0625,2233,5,93
1618834918.36804,153,2259,5,390.874
1618834923.74593,152.8125,2313,5,391.039
1618834926.41187,152.75,2339,5,391.201
1618834929.13553,152.625,2366,5,391.351
1618834931.83783,152.5625,2393,5,391.44
1618834934.51227,152.5,2420,5,391.517
1618834937.21629,152.4375,2446,5,391.7
1618834939.92819,152.375,2473,5,391.78
1618834942.59413,152.3125,2499,5,391.857
1618834945.31219,152.25,2527,5,391.951
1618834947.99599,152.125,2553,5,392.101
1618834950.70807,152.0625,2580,5,392.175
1618834953.38982,152,2606,5,392.361
1618834956.08016,151.9375,2632,5,392.437
1618834958.80209,151.8125,2660,5,392.513
1618834961.48379,151.75,2686,5,392.681
1618834964.1887,151.6875,2713,5,392.772
1618834966.89708,151.625,2740,5,392.948
1618834969.56917,151.5625,2766,5,393.046
1618834972.28683,151.4375,2793,5,393.123
1618834974.96368,151.375,2820,5,393.282
1618834977.6724,151.3125,2846,5,393.373
1618834980.35929,151.25,2873,5,393.448
1618834983.07507,151.1875,2900,5,393.618
1618834985.74425,151.125,2927,5,393.715
1618834988.46297,151.0625,2953,5,393.789
1618834991.14814,151,2980,5,393.945
1618834993.86183,150.9375,3007,5,394.032
1618834996.56406,150.875,3033,5,394.192
1618834999.22771,150.8125,3060,5,394.275
1618835001.96058,150.75,3087,5,394.348
1618835004.64912,150.6875,3114,5,394.516
1618835007.32065,150.5625,3140,5,394.591
1618835010.04272,150.5,3167,5,394.766
1618835012.72209,150.4375,3194,5,394.849
1618835015.44908,150.375,3221,5,394.926
1618835018.13052,150.3125,3247,5,395.101
1618835020.80804,150.25,3274,5,395.179
1618835023.52653,150.125,3301,5,395.257
1618835026.17851,150.0625,3327,5,395.437
1618835028.84987,150,3353,5,395.515
1618835031.5958,149.9375,3381,5,395.614
1618835034.31575,149.875,3408,5,5.699
1618835036.99244,149.8125,3433,5,395.866
1618835039.70673,149.6875,3461,5,395.944
1618835042.38607,149.625,3487,5,396.021
1618835045.10614,149.5625,3515,5,396.174
1618835047.78877,149.5,3540,5,396.256
1618835050.49078,149.4375,3567,5,396.435
1618835053.17623,149.375,3594,5,396.512
1618835055.89249,149.3125,3621,5,396.677
1618835058.57684,149.1875,3647,5,396.757
1618835061.27745,149.125,3674,5,396.828
1618835063.97422,149.0625,3701,5,396.927
1618835066.67079,149,3727,5,397.08
1618835069.35943,148.9375,3754,5,397.175
1618835072.06905,148.875,3781,5,397.251
1618835074.76749,148.8125,3808,5,397.424
1618835077.44578,148.75,3834,5,397.503
1618835080.16036,148.625,3861,5,397.678
1618835082.84809,148.5625,3888,5,397.761
1618835085.55211,148.5,3915,5,397.835
1618835088.25026,148.4375,3941,5,397.911
1618835090.94925,148.375,3968,5,398.092
1618835093.64794,148.3125,3995,5,398.17
1618835096.32976,148.1875,4022,5,398.28
1618835099.04794,148.125,4048,5,398.419
1618835101.75209,148.0625,4075,5,398.602
1618835104.41685,148,4102,5,398.68
1618835107.13988,147.9375,4128,5,398.759
1618835109.83273,147.875,4155,5,398.84
1618835112.51126,147.8125,4182,5,399.021
1618835115.24052,147.6875,4209,5,399.119
1618835117.90215,147.625,4235,5,399.282
1618835120.61813,147.5625,4262,5,399.359
1618835123.32006,147.5,4289,5,399.439
1618835126.03511,147.4375,4316,5,399.527
1618835128.69018,147.375,4341,5,399.695
1618835131.41635,147.3125,4369,5,399.772
1618835134.09225,147.1875,4395,5,399.858
1618835136.80113,147.125,4423,5,400.014
1618835139.48542,147.0625,4448,5,400.096
1618835142.19232,147,4475,5,400.25
1618835144.87435,146.9375,4502,5,400.331
1618835147.58938,146.875,4528,5,400.423
1618835150.28266,146.8125,4555,5,400.592
1618835152.96758,146.75,4582,5,400.661
1618835155.68068,146.6875,4609,5,400.738
1618835158.3644,146.625,4635,5,400.821
1618835161.06796,146.5,4662,5,400.986
1618835163.76327,146.4375,4689,5,401.064
1618835166.46614,146.375,4716,5,401.244
1618835169.1523,146.3125,4742,5,401.325
1618835171.85693,146.25,4769,5,401.402
1618835174.55618,146.1875,4796,5,401.571
1618835177.24824,146.125,4823,5,401.648
1618835179.94539,146.0625,4849,5,401.816
1618835182.64585,145.9375,4876,5,401.894
1618835185.34809,145.875,4903,5,401.969
1618835188.03795,145.8125,4929,5,402.043
1618835190.73051,145.75,4956,5,402.199
1618835193.43464,145.6875,4983,5,402.368
1618835196.12549,145.5625,5010,5,402.442
1618835198.83202,145.5,5036,5,402.516
1618835201.51153,145.4375,5063,5,402.593
1618835204.23225,145.375,5090,5,402.746
1618835206.90623,145.3125,5117,5,402.955
